video_id,title,publishedAt,channelId,channelTitle,categoryId,video_url,trending_date,tags,view_count,likes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description,channel_creation_date,channel_subscriber_count,channel_video_count,channel_description,channel_image,channel_country,channel_total_views,channel_keywords,channel_url
"3D32wxt7Cqo","Ванька пошел!!!! 🥰","2024-10-25T13:18:42Z","UC6C-BeIrdfwhuUVpA_s9mcg","Денис Кукояка","22","https://www.youtube.com/watch?v=3D32wxt7Cqo","24.25.10","[none]","218772","13988","167","https://i.ytimg.com/vi/3D32wxt7Cqo/default.jpg","False","False","","2013-12-23T13:47:02Z","2710000","448","Кукояки и их мирок ❤️ https://t.me/kukoyaka","https://yt3.ggpht.com/KNZL6Am7ryTM391upbM6B0etwTCgrwz2NUlHhzLGLjPMkAa6b9kLc06qzOyur6EVv5D0diXFGpo=s88-c-k-c0x00ffffff-no-rj","RU","696091536","Кукояка Кукояки Денис Кукояка Вася Кукояка Василиса Кукояка Лена Кукояка Семья Кукояк Семья Влог Тик Ток TikTok Жизнь семьи","https://www.youtube.com/channel/UC6C-BeIrdfwhuUVpA_s9mcg"
"Cb2AUTqdXII","Роднянский – когда и как заканчивать войну / вДудь","2024-10-25T07:21:57Z","UCMCgOm8GZkHp8zJ6l7_hIuA","вДудь","22","https://www.youtube.com/watch?v=Cb2AUTqdXII","24.25.10","украина,россия,роднянский,вдудь,александр роднянский,дудь,юрий дудь,зеленский,владимир зеленский,путин,израиль,палестина,тцк,кино,кинотавр,абрамович,роман абрамович,россияне,санкции,сектор газа,свобода слова,демократия","1290415","43931","12782","https://i.ytimg.com/vi/Cb2AUTqdXII/default.jpg","False","False","Оформляем подписку на RoboForm со скидкой 40%: https://www.roboform.com/lp?frm=offer-vdud&affid=vdud1Получите каталог и специальные условия на покупку апартаментов, таунхаусов или вилл на Бали от застройщика BREIG Property: https://breig-property.online/?utm_source=youtube&utm_medium=buying&utm_campaign=dud&utm_content=video2Подпишитесь на наш телеграм-канал: https://t.me/yurydudКинопродюсер Александр Роднянский последние два с половиной года почти ежедневно пишет про войну России и Украины. Месяц назад он опубликовал пост, в котором сказал, что «для многих очевидно, что Украина в границах 1991 года – это не очень реалистичная  цель сегодня. К сожалению», и предложил подумать о том, как может выглядеть ближайшее будущее – «не пропагандистские мантры о том, как будет правильно и справедливо, а реалистичный план достижения мира».Роднянский с первых дней войны громко и последовательно поддерживает Украину – нам показался этот пост очень смелым и мы предложили ему встретиться. Александр Роднянский:https://t.me/alexander_rodnyanskyhttps://www.instagram.com/alexander.rodnyansky/Поддержать следующие выпуски вДудя можно здесь: из России: https://boosty.to/vdudvdud из других стран: https://www.patreon.com/c/vdudтоже из других стран: https://www.youtube.com/channel/UCMCgOm8GZkHp8zJ6l7_hIuA/joinpaypal https://www.paypal.com/donate/?hosted...телеграм (в рублях): https://t.me/tribute?start=sc252телеграм (в евро): https://t.me/tribute?start=sc2580:00 Вперед!0:49 Почему мы решили сделать это интервью?  2:38 Как не терять пароли в интернете4:23 Почему вы написали пост о возможных переговорах России и Украины?16:20 Пауза 19:03 Каким вы видите конец войны?25:59 Вы готовы принять формулу «Украина отдает территории, но входит в ЕС и НАТО»? 27:27 Нужно ли было заключать мир весной 2022-го?29:51 Стамбульские переговоры сорвались из-за Бориса Джонсона? 32:00 Как вы воспринимаете действия военкоматов в Украине? 36:09 Есть ли в Украине цензура?39:49 Есть ли в Украине демократия?41:12 Можно ли критиковать власть во время войны?42:28 Зеленский знает про коррупцию в Украине?46:06 Как изменилось ваше отношение к Зеленскому?50:06 Стал ли Зеленский хуже как политик? 54:50 Отмена выборов – это захват власти? 59:06 Почему мужчины бегут из Украины?1:01:07 Готов ли воевать ваш сын?1:06:06 Война закончится, если набрать в армию детей элиты? 1:09:28 «Отправьте всех россиян обратно в Россию». Что вы думаете об этих словах Зеленского? 1:20:27 Как вы относитесь к обобщению всех россиян?1:29:41 Языковые инспекторы в Украине 1:33:23 Украина до сих пор получает от России деньги за газ. Как это понимать?1:35:58 Как пропаганда влияет на Украину?1:42:14 Украина становится похожей на Россию?1:48:39 Вы всегда комплиментарно говорите про Абрамовича. Почему?1:53:42 Абрамович помогает культуре, чтобы отбелить репутацию? 2:04:08 Как вы относитесь к бомбардировкам Газы? 2:12:11 Вы сочувствуете жертвам в России и Украине, но не палестинцам. Почему?2:18:34 Пользуетесь ли вы методами российской пропаганды? 2:34:44 Каким вы видите будущее Палестины? 2:42:32 У вас есть претензии к арабам?2:45:15 Правда ли, что вы запрещали акции за Голунова и Сенцова на Кинотавре?2:53:00 Почему Роднянский столько пишет про войну? Возможная причина3:04:51 Роднянский и Дудь транслируют нарративы Кремля?3:08:35 В чем сила?","2014-01-03T06:27:22Z","10300000","198","Здесь задают вопросы","https://yt3.ggpht.com/ytc/AIdro_k3yxG0annUhwr2B97RcHilDu24W732CUPfyJAQDixVgw=s88-c-k-c0x00ffffff-no-rj","ES","2261027641","Юрий Дудь","https://www.youtube.com/channel/UCMCgOm8GZkHp8zJ6l7_hIuA"
"YrdIhhptdfY","Физика пасты Карбонара 🧪🔬","2024-10-25T10:05:24Z","UCqBid7NaKXyTTbPbdy00cQw","dacooker_","22","https://www.youtube.com/watch?v=YrdIhhptdfY","24.25.10","[none]","256160","21529","288","https://i.ytimg.com/vi/YrdIhhptdfY/default.jpg","False","False","","2022-06-11T11:50:44.499867Z","1010000","172","Меня зовут Даниэль и я считаю, что кулинария - это искусство❤️Мои соцсети: https://taplink.cc/dacooker_Ecole Ducasse Paris Campus📍","https://yt3.ggpht.com/czkayBlYLIroflps-HYfgB9cW-Dx3EhHOtJepEncp2z_T4Hv3rJwSEwGJfgVMRdayIXynIQT=s88-c-k-c0x00ffffff-no-rj","N/A","670444720","N/A","https://www.youtube.com/channel/UCqBid7NaKXyTTbPbdy00cQw"
"nEOtph1XpWo","бабл ти гель для душа // Eva mash","2024-10-25T10:00:58Z","UCMFyh6mw8lF6-ILZCT4zJ7w","EVA mash","24","https://www.youtube.com/watch?v=nEOtph1XpWo","24.25.10","eva mash,evamash,eva mash🌈,evangelina mash,evangelinamash,ева маш,ева мэш,ева маш новое видео,ева маш новые серии,бабл ти,бабл ти гель для душа,тренд,новый тренд,тик ток,юмор","385148","18828","63","https://i.ytimg.com/vi/nEOtph1XpWo/default.jpg","False","False","СОТРУДНИЧЕСТВО И РЕКЛАМА - https://t.me/eva_mashКАК СНИМАТЬ ВИДЕО НА МИЛЛИОН - https://boosty.to/evamashkurs🤍 привет ребята, надеюсь вы наслаждаетесь моими видео каждую неделюпроверь свою подписку на мой канал и лайки на видео🤍YOUTUBE: https://goo.su/2qT5***🤍СООБЩЕСТВО VK: https://vk.com/video/@evamashclub🤍ИГРОВОЙ КАНАЛ: https://www.youtube.com/@eagames3141🤍ЯНДЕКС ДЗЕН: https://zen.yandex.ru/evamash🤍 RUTUBE: https://rutube.ru/channel/25665935/🤍LIKEE: https://l.likee.com/user/@EvangelinaMash🤍TELEGRAM: https://t.me/evamash7🤍 VK: https://vk.com/evamash7***Production Music courtesy of Epidemic Sound#EVAmash #челлендж #пранк","2015-11-30T17:34:59Z","4820000","341","СОТРУДНИЧЕСТВО И РЕКЛАМА - https://t.me/eva_mash","https://yt3.ggpht.com/_ci_wgrR2QkQuticCcp4JzolwtdreeFRsm3ClORDa3RDe7ktDl_KpGXxJB8UBP_zwBN6zXQUlPI=s88-c-k-c0x00ffffff-no-rj","RU","1254070695","eva mash evamash eva mash🌈 evangelina mash evangelinamash ева маш ева мэш ева маш новые серии ева маш новое видео","https://www.youtube.com/channel/UCMFyh6mw8lF6-ILZCT4zJ7w"
"hjVe7WztrdY","Как вас обманул Максим Кац. Ответ ФБК","2024-10-25T08:01:23Z","UCgxTPTFbIbCWfTR9I2-5SeQ","Навальный LIVE","25","https://www.youtube.com/watch?v=hjVe7WztrdY","24.25.10","навальный,фбк,navalny life,navalny live,навальный live,навальный лайф,навальный лайв,navalny,алексей навальный,популярная политика,навальная,команда навального,канал навального,мария певчих,максим кац,кац,пробизнесбанк,железняк,казначей,леонтьев,соболь кац,расследование кац,ответ фбк,ответ максиму кацу,расследование,албуров,жданов,katz,кац видео,разоблачение,прокурорские,фсб,черкалин,авилон,ответ,певчих,кац железняк,плющев,Кипр,Хищение средств,Железняк,Банк","547733","22990","27121","https://i.ytimg.com/vi/hjVe7WztrdY/default.jpg","False","False","Ответ ФБК на ложь Максима Каца. Максим Кац выпустил «расследование», в котором обвинил ФБК в «крышевании» проворовавшихся банкиров. Это серьезное обвинение, на которое мы не можем не ответить.Несколько недель мы внимательно разбирали все, о чем сказал Максим Кац, пункт за пунктом. Мы изучили исходные документы, банковские выписки, судебные решения и готовы показать вам результат своей работы.Все «расследование» Максима Каца оказалось набором лжи, манипуляций, а иногда и банального замазывания неудобных ему документов. Смотрите наш ответ.Текстовая версия — https://navalny.com/p/6678/Поддержать ФБК —  https://donate.fbk.info Таймкоды: 00:00:00 Начало00:05:24 Обвинения 00:08:39 Куда пропали 470 миллионов?00:30:55 «Аффидевит» и карта Навального 00:39:40 Суды и «политическая крыша»00:49:50 Несуществующий «Банкир Навального»00:54:39 Кто такой Железняк?1:05:20 Как реально работали банки?1:11:03 Прокурорские1:16:20 Где деньги клиентов?1:25:52 Максим Кац 1:30:00 Выводы Подписывайтесь на «Навальный LIVE» в соцсетях: Телеграм: https://t.me/navalnylivechannel Инстаграм: https://www.instagram.com/navalny.live Твиттер: https://twitter.com/navalnylive","2017-03-14T15:07:17Z","3490000","4750","«Навальный LIVE» — ютуб-канал, на котором говорят правду. Обсуждаем политику и новости так, как не обсуждают по телевизору. Рассказываем о коррупции, про которую молчат провластные блогеры и СМИ. Говорим о новых технологиях и прекрасной России будущего, а не спорим только о прошлом. Мы хотим, чтобы общественно-политические темы обсуждались открыто, честно и без цензуры. И поэтому мы делаем канал «Навальный LIVE». Присоединяйтесь и подписывайтесь.","https://yt3.ggpht.com/CSra9QXiyvJ2q9TgOEE8Sra12lT5GQdrv0YSyw7-khqIJwROpDnCO6nQ5tXVd8Nkfn9fpZdT=s88-c-k-c0x00ffffff-no-rj","LT","1802098273","навальный навальный лайв алексей навальный Navalny Навальный live Кактус Россия Будущего лайф navalny live навальный2018 yfdfkmysq соболь навальный лайф навальный шизо навальный пост навальный инстаграм навальный срок популярная политика фбк команда Навального","https://www.youtube.com/channel/UCgxTPTFbIbCWfTR9I2-5SeQ"
"9VU7hCCkzKg","How to Cut Glass Bottles: DIY Techniques for Creative Projects!","2024-10-20T21:00:07Z","UCl2vI5yLr6gKqfrovexHzTA","For Crafts Sake Shorts","22","https://www.youtube.com/watch?v=9VU7hCCkzKg","24.25.10","For Crafts Sake,5-minutes repair,glue gun hacks,life hacks,repair gadgets,repair hacks,repair projects,diy,do it yourself,crafty panda,wood work,workshop gadgets,workshop hacks,woohoo,blossom,the maker,five minute crafts,5 min crafts,5 year crafts,the q,DIY & Crafts,diy and crafts,project farm,electric hacks,men,man,manly hacks,tip,tips,for crafts sake shorts","2023021","16057","48","https://i.ytimg.com/vi/9VU7hCCkzKg/default.jpg","False","False","Check more cool ideas and tips a @forcraftssakeshorts#forcraftssake #shorts","2023-01-02T09:40:25.134786Z","1020000","1164","Welcome to our YouTube channel all about DIY ideas like restoration, metalworking, woodworking, epoxy resin and many more. If you're a DIY enthusiast, or just someone who loves finding creative solutions to everyday problems, then this is the channel for you. We'll be sharing a variety of DIY projects and hacks that you can do at home, from furniture makeovers and home decor ideas, to life hacks and organization tips. Whether you're looking to save money, or just want to have some fun and get creative, you'll find something here to inspire you.","https://yt3.ggpht.com/bxBYAnD32q5SQ8CHeSp70yBJ_075WaUlLDKoQH-fGeykI7l7OZ0h_ErXsYpFd_UP720H0-JNLQ=s88-c-k-c0x00ffffff-no-rj","US","859039342","For Crafts Sake 5-minutes repair glue gun hacks life hacks repair gadgets repair hacks repair projects diy do it yourself crafty panda wood work workshop gadgets workshop hacks woohoo blossom the maker five minute crafts 5 min crafts 5 year crafts the q DIY & Crafts diy and crafts project farm electric hacks men man manly hacks tip tips for crafts sake shorts","https://www.youtube.com/channel/UCl2vI5yLr6gKqfrovexHzTA"
"ko2FLhhrsHw","Самый умный комик. Выпуск 22 [Щербаков, Лисевский, Гудков, Малой, Пушкин]","2024-10-25T12:30:41Z","UC3cJiUuZlpF-pkzqvSskTpg","Stand-Up Club #1","23","https://www.youtube.com/watch?v=ko2FLhhrsHw","24.25.10","стендап,стенд ап,клуб,стендап клаб,стендапклаб,стендапклуб,stand-up,standup,standupclub,standupclubru,stand up club,стэнд,стэндап","290678","21430","2161","https://i.ytimg.com/vi/ko2FLhhrsHw/default.jpg","False","False","Начни учиться на бесплатных курсах Нетологии — https://netolo.gy/dyfU/?erid=2VSb5wVViLGПо промокоду УМНЫЙ действует скидка 45% на платные курсы НетологииЯндекс Go —  со всем легко! Легко поехать на такси или каршеринге, на самокате или велике. Легко заправиться любимой едой из ресторанов, не выходя из дома. Или заправиться 95-м, не выходя из машины. Легко набить холодильник. Или для начала - купить холодильник с доставкой на дом. Легко доставить радость другим, отправляя посылки. Или доставить радость себе и отправиться в отпуск. Это новый Яндекс Go. От слова «со всем». Жмите на ссылку и всё в ваших руках — https://ya.cc/t/KJahDWye5TXtxjКостя Пушкин едет в тур! Билеты на концерты тут: https://www.kostyapushkin.ru/Все актуальные выпуски шоу от Стендап клуба теперь можно смотреть заранее и без рекламы на https://tv.standupclub.ruПодпишись на телеграм канал Стендап Клуба: https://t.me/StandupclubruИнтеллектуально-юмористическая викторина, где комики простыми словами пытаются отвечать на сложные вопросы Кости Пушкина, чтобы понять, кто из них самый умный, самый аргументированный и самый достойный забрать денежный приз!Сегодня в выпуске Саша Малой, Алексей Щербаков, Александр Гудков и Богдан Лисевский.Подписывайтесь на комиков в соц. сетях: Костя - https://t.me/kospushСаша - https://t.me/sashamalojЛёша - https://t.me/s/otsosimoiyaicaБогдан - https://t.me/s/bogdanlisevskiiАфиша Стендап Клуба: https://clck.ru/3EAdepЧто у вас случилось?: https://clck.ru/3EAdpVBig StandUp: https://clck.ru/3EAdigЖесткий стендап: https://clck.ru/3EAdkcПроверочный концерт Саши Малого 18-го ноября: https://clck.ru/3EAesh22-го ноября проверочный концерт Богдана Лисевского: https://clck.ru/3EAeyQКомики в туре: https://clck.ru/3EAeRDМерч Стендап клуба! - https://shop.standupclub.ru/Дискорд Стендап Клуба: https://discord.gg/5NBQgp4jDvХочешь чтобы твой вопрос прозвучал в шоу? Присылай свои варианты сюда: suk.vopros@gmail.comНеобходимо указать: вопрос, ответ, источник информации. Если ваш вопрос войдёт в выпуск, с нас подарок!Убедительная просьба не присылать известные мемы и уже сформулированные вопросы из разных пабликов (мы уже всё это знаем). Желательно указать своё имя, город, кем работаете/ где учитесь и вложить в письмо своё фото (как в «что? где? когда?»).Таймкоды: 00:00 - Важная информация00:18 - Начало08:14 - Первый вопрос16:33 - Второй вопрос20:59 - Полезная интеграция23:08 - Третий вопрос43:19 - Четвертый вопрос57:07 - Переходите на сайт Кости57:41 - Пятый вопрос01:01:26 - Шестой вопрос01:06:42 - Седьмой вопрос01:13:51 - Восьмой вопрос01:16:56 - Девятый вопрос01:23:35 - Десятый вопрос01:28:14 - Одиннадцатый вопрос01:34:09 -Супер ИграМы в соцсетях: https://t.me/Standupclubruhttps://vk.com/standupclubruhttps://discord.gg/5NBQgp4jDvhttps://standupclub.ru/","2010-10-09T18:25:21Z","1460000","977","Сообщество комиков, которые создают свои проекты и выкладывают их тут. Делаем то, что считаем смешным. Надеемся, вам понравится.","https://yt3.ggpht.com/I0v3ssrzBkFlZQHUuzC-XRpWC9dU9kSM5ZW1b2hVi4yFXnwEKOSP1vXQKo2-OYPJp-CYCPaG3w=s88-c-k-c0x00ffffff-no-rj","RU","549791869","standup standupclub stand-up стендап standupclubru","https://www.youtube.com/channel/UC3cJiUuZlpF-pkzqvSskTpg"
"juPXHVuiz8Q","Срочно! Путин на БРИКС жестко РАЗНЕС журналиста из НАТО!","2024-10-24T16:54:30Z","UC_yyXX-6_OwOgeORnTWnRkw","Политика сегодня  -  DENIX-INFO","25","https://www.youtube.com/watch?v=juPXHVuiz8Q","24.25.10","Новости,новости сегодня,политика,Россия,Беларусь,США,Евросоюз,Новости России,новости часа,новости дня,новости последние,Россия Украина,Россия Беларусь,санкции,политика россии,путин,москва,кремль,сегодня новости,последние новости дня,Украина,Запад,Аналитика,Путин на БРИКС,Путин ответил журналисту,путин США,путин журналист США,путин ответил американскому журналисту,путин об СВО,путин сегодня,брикс,новости,путин и журналист,ответ путина журналисту США","1166076","35233","5869","https://i.ytimg.com/vi/juPXHVuiz8Q/default.jpg","False","False","Вступайте в наш Телеграм -  https://t.me/+zQTQ9hh_kNo0ZTMy#Путин #БРИКС #Новости","2016-10-26T03:49:14Z","316000","803","Вы попали на канал о политике в YouTube DENIX INFO. Мы освящаем такие события, как : Новости , новости России , Новости Мира , Новости дня , Последни новости ,  Экономика , новости Беларуси , Новости США , санкции против России , последние новости , новости часа , срочное новости , свежие новости, Россия Украина , Россия Беларусь , Россия США, последние новости России и многое другое. Подписывайся на наш кана, чтобы быть в курсе актуальных событий.","https://yt3.ggpht.com/pxmYBwofS8KU-iec7LQKOQnK-iqg4574DaXDGP2OJRkc9WNm45HFgHFhe0zZJ7qTLwY-iH97aKk=s88-c-k-c0x00ffffff-no-rj","RU","113717846","N/A","https://www.youtube.com/channel/UC_yyXX-6_OwOgeORnTWnRkw"
"JrC-W4dY1wI","Как Валя Карнавал сводит парней с ума? Полный ролик в ВК видео #отношения #психология #валякарнавал","2024-10-25T09:45:41Z","UCg0Y6Q0m3A_5X0CPY-IG3Yg","Психолог Вероника Степанова","22","https://www.youtube.com/watch?v=JrC-W4dY1wI","24.25.10","[none]","142716","5512","303","https://i.ytimg.com/vi/JrC-W4dY1wI/default.jpg","False","False","","2012-08-23T10:22:38Z","3080000","2504","VeronikaПсихолог, психотерапевт, Вероника Степанова. Друзья, на моем канале вы сможете получить самые  важные и нужные психологические знания! Здесь вы найдете профессионально аналитичные, откровенные и глубокие  видео на самые различные психологические темы: Патопсихология, неврозы, конфликты, секс и многое другое! Мои видео выходят каждый понедельник , четверг и суббота в 15.00 по Московскому времени! Получайте удовольствие от просмотра! =) My english YouTube channel https://www.youtube.com/channel/UCHzyhjGi1Js55h53AR4CawQмоймой сайт veronikastepanova.comмой Телеграмм-канал t.me/veronikastepanova20011","https://yt3.ggpht.com/GEmmEF7ZYrqWfaikv8zTBbWcxe1PeIawsxXyRfyXNdsucV32CSk_CZMhJjdEJ_TjTGx3xp2p6Q=s88-c-k-c0x00ffffff-no-rj","RU","954045752","#психолог #психология #любовь #деньги","https://www.youtube.com/channel/UCg0Y6Q0m3A_5X0CPY-IG3Yg"
"AARXihOOgXs","Хамзат Чимаев КРАСИВО ОТВЕТИЛ НА ПРОВОКАЦИОННЫЙ ВОПРОС #мма","2024-10-24T19:28:56Z","UCbNTlpAiqT0AOVCF7nE9tyg","Тайна ММА","17","https://www.youtube.com/watch?v=AARXihOOgXs","24.25.10","[none]","484525","19673","311","https://i.ytimg.com/vi/AARXihOOgXs/default.jpg","False","False","","2023-02-27T21:59:39.093511Z","961000","863","Сотрудничество: 1tainamma@gmail.comВК - https://vk.com/tainamma#попмма #мма #юфс #ufc #тайнамма #анатолийсульянов #шовхалчурчаев #персидскийдагестанец #марифпираев #хабибнурмагомедов #исламмахачев #чоршанбе","https://yt3.ggpht.com/jlhxu8LXusiHYT-DnWBf7F4TqTgvKqhjbVCR2jFAE3URxCVeOKd-avo93rkkfjJcIQ0IvDO5=s88-c-k-c0x00ffffff-no-rj","N/A","1059621445","мма попмма юфс бои драки нокаут","https://www.youtube.com/channel/UCbNTlpAiqT0AOVCF7nE9tyg"
