Channel_ID,Palavra_Chave,Trending_Date
UC1G9pwKwx9RpFwSohdkmhxA,,2024-11-01
UCZGYJFUizSax-yElQaFDp5Q,star,2024-11-01
UCZGYJFUizSax-yElQaFDp5Q,wars,2024-11-01
UCZGYJFUizSax-yElQaFDp5Q,star,2024-11-01
UCZGYJFUizSax-yElQaFDp5Q,wars,2024-11-01
UCZGYJFUizSax-yElQaFDp5Q,official,2024-11-01
UCZGYJFUizSax-yElQaFDp5Q,starwars,2024-11-01
UCZGYJFUizSax-yElQaFDp5Q,george,2024-11-01
UCZGYJFUizSax-yElQaFDp5Q,lucas,2024-11-01
UCZGYJFUizSax-yElQaFDp5Q,starwars.com,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,watch,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,movies,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,movies,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,online,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,watch,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,TV,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,online,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,TV,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,shows,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,online,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,watch,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,TV,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,shows,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,stream,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,movies,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,stream,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,tv,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,watch,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,online,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,movies,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,TV,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,shows,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,netflix,2024-11-01
UCWOA1ZGywLbqmigxE4Qlvuw,originals,2024-11-01
UCurpiDXSkcUbgdMwHNZkrCg,Mariah,2024-11-01
UCurpiDXSkcUbgdMwHNZkrCg,Carey,2024-11-01
UCurpiDXSkcUbgdMwHNZkrCg,Pop,2024-11-01
UCurpiDXSkcUbgdMwHNZkrCg,R&B,2024-11-01
UCurpiDXSkcUbgdMwHNZkrCg,Music,2024-11-01
UCurpiDXSkcUbgdMwHNZkrCg,RnB,2024-11-01
UCXCLaaClAWQiTkl3pw9ZdLw,courtroom,2024-11-01
UCXCLaaClAWQiTkl3pw9ZdLw,trials,2024-11-01
UCXCLaaClAWQiTkl3pw9ZdLw,trials,2024-11-01
